Movie ID,User ID,Rating,Review date,Review text,Positive interact,Total interact,User link
tt10223460,ur0438066,TxM,19 February 2022,"Jennifer Lopez is a singing star, Owen Wilson is a high school math teacher. Quite by accident they get married at a concert. Well, it wasn't a legal wedding but it set a few balls in motion.This movie is better than it should be, the writing is smart and all the actors do fine jobs in their roles. In some respects it reminds me of ""Notting Hill"" because a dull, ordinary, honest guy can't image that he could actually have a chance with a big star to build a life together.It also has many elements of a Hallmark movie, where two people are attracted, something gets in the way, then they have to figure out how to overcome obstacles.My wife and I watched it at home, streaming on Peacock.",23,31,/user/ur0438066/?ref_=tt_urv
tt10223460,ur50489624,9,16 February 2022,". . . recounts, in a legally veiled fashion, the sordid saga of pop star Brighten Swords. It skirts some of the potential litigation mine fields by transforming Ms. Swords into an orphan, with few if any siblings. This allows the MARRY ME filmmakers to replace Ms. Swords' parental conservator with a randomly selected husband. However, both the Real Life original dad and film avatar ""Cat's"" husband\guardian see their main function as curbing the out-of-control shenanigans of their wayward young women. Mirroring Reality, Cat is drawn up as a Three-Time Loser, whose first marriage lasted just 48 hours. Cat heaves rocks through picture windows to gain access to her mansions, and runs her blender with the top off. The actress portraying Cat courageously morphs herself into a disheveled disaster zone, with fake hair falling out here, there and everywhere, and handfuls of belly roll sloshing about on her undisciplined tummy. Whether on-stage or mixing with civilians, Cat's costumes display a total lack of good taste, proper decorum and situational awareness. Just as Ms. Theron won a Best Actress Oscar for becoming a fright in MONSTER, the lady acting out Cat\Brighten Swords deserves the gelded statuette even more so.",7,40,/user/ur50489624/?ref_=tt_urv
tt10223460,ur33907744,5,27 February 2022,"""Marry Me"" is a Comedy - Romance movie in which we watch a music superstar getting married to a stranger during a live show and in front of a lot of fans, after she found out that her boyfriend has been unfaithful to her.I enjoyed this movie because it was simple and funny. It contained some cliché as all the romantic comedies but it was nice and it also combined very well comedy with romance. The direction which was made by Kat Coiro was good and she presented equally good both of her main characters, something that helped us understand them and follow them in the film. The interpretations of both Jennifer Lopez who played as Kat Valdez and Owen Wilson who played as Charlie were very good and their combination worked very well. Some other interpretations that have to be mentioned were John Bradley's who played as Colin and Sarah Silverman's who played as Parker. Lastly, I have to say that ""Marry Me"" is a nice, entertaining movie that I am sure it will make you laugh and have a great time so, I recommend you to watch it.",0,0,/user/ur33907744/?ref_=tt_urv
tt10223460,ur131783850,7,24 February 2022,"Marry Me (2022) is a movie my wife and I saw in the movie theatre together. The storyline follows a famous pop singer about to get married when on the day of her public wedding she discovers her fiancé cheated on her. She decides to spontaneously marry a man in the audience instead. While seemingly improbable the pop star and every day school teacher to try to make their relationship work despite very different lifestyles.This movie is directed by Kat Coiro (She-Hulk) and stars Jennifer Lopez (U-Turn), Owen Wilson (Bottle Rocket), Sarah Silverman (School of Rock),
John Bradley (Game of Thrones) and Maluma (Encanto).The storyline for this is fairly straightforward but well modernized. Wilson and Lopez deliver strong and believable performances without being too cheesy and awkward. The comedic content is inconsistent but fun and the final few scenes do a good job of creating doubt and then triumph (as you'd expect in this genre).Overall this is a fun, feel good date movie that is worth a viewing. I would score this a 6.5-7/10 and recommend seeing it once.",unknown,User-unknown,/user/ur131783850/?ref_=tt_urv
tt10223460,ur57691865,6,16 February 2022,3 out of 5 stars.Likes about the film. Marry Me is an entertaining romantic comedy film that delivers with two likable leads played by Jennifer Lopez and Owen Wilson. Lopez playing a pop star and Wilson playing a math teacher. Whose life gets turned upside down when a pop star asks him to marry her. When she discovered her fiance was having an affair with her assistant.Seeing the two characters go on a journey of learning about each other is fun. Wilson trying to reconnect with his daughter. Lopez never actually living an independent life when she relies on everyone.It does have some fun humor. And moves at a brisk pace.Dislikes is the film can be predictable. Lopez ex comes back into the picture. Trying to reconsider there break up. While Wilson feeling left out with that lifestyle. We can predict how the story goes from there with these rom com films.The writing can be cheesy with its dialogue and the pop star music does feel odd and forced.,unknown,User-unknown,/user/ur57691865/?ref_=tt_urv
tt10223460,ur84924605,3,17 February 2022,"The good: there is no CGI. Thank you!The bad: there is no romance and no comedy. And it is suppose to be a romantic comedy! That's a problem!What we have here is Jennifer Lopez desperately trying to look young and hip again, while she looks really old and (let's face it) she really has become a has been.Once she was popular, hot and happening.Now she is NOT.This story is so incredibly stupid and unbelievable that no one would buy into it, unless you have had serious brain injury by listening to too many Jennifer Lopez songs....",unknown,User-unknown,/user/ur84924605/?ref_=tt_urv
tt10223460,ur23566468,7,11 February 2022,"Marry Me is a 2022 romantic musical comedy starring Jennifer Lopez, Owen Wilson,John Bradley,Maluma and Sarah Silvermann. A pop star named Kat Valdez(J Lo) is getting married live on stage to her boyfriend singing sensation Bastain(Maluma) in front of a huge crowd. However when her fiance cheats on her,Kat is left devasted and spots Charlie Gilbert(Wilson) with his friend (Silvermann) and his daughter with a sign saying Marry Me to which Kat agrees on. But will romance blossom between Kat the singing sensation and maths teacher who also happens to be be dad of one Charlie?Overall I was surprised by this film. Yes it's predictable as I knew how the film will end but I liked it. Owen Wilson and Jennifer Lopez (their second collab together as they were in Anaconda together back in 1997) were great. The songs were nice and I liked the story.If you loved Notting Hill,Maid In Manhattan(especially Notting Hill) you'll love this.",40,59,/user/ur23566468/?ref_=tt_urv
tt10223460,ur43949288,7,20 February 2022,"7/10 - the screenplay had some faux pas and was not particularly laugh out loud funny, but this movie (and it's fantastic soundtrack) had me thanking the heavens that the theatrical rom com is back (and in true fashion with rom-com queen Jennifer Lopez)",4,9,/user/ur43949288/?ref_=tt_urv
tt10223460,ur2929860,7,14 February 2022,"I saw Marry Me, starring Jennifer Lopez-The Wedding Planner, Anaconda; Owen Wilson-Wedding Crashers, Anaconda; John Bradley-Moon fall, Game of Thrones_TV; Sarah Silver man-Battle of the Sexes, School of Rock and Chloe Coleman-My Spy, Big Little Lies_TV.This is a rom_com that adequately hits all the right rom_com buttons. Not much new, as far as plots go-if you've seen Notting Hill, you know the plot-but it's done in an enjoyable manner, if you want to take a date to the movies. Jennifer plays a music superstar-I know, a big stretch-that is part of a duo that have a hit single called Marry Me. Jennifer finds out he is cheating on her minutes before going on stage and has a meltdown. She looks out into the audience and sees Owen holding a sign saying Marry Me and Jennifer points to him and says she will marry him, instead. Owen is a math teacher that took his daughter to the concert and doesn't even know how popular Jennifer is-he was holding the sign for a friend, remember?-and does not even participate on social media. John plays Jennifer's manager, Sarah plays Owen's co_worker and Chloe plays Owen's daughter. Jennifer has been in several relationships that didn't work out-no, this is not an autobiography of her real life-and has to decide whether to stick it out with her cheating, singing partner or go for the down to earth math teacher. Any guesses on who she goes for?It's rated PG-13 for language and has a running time of 1 hour & 57 minutes.It's not one that I would buy on DVD-once was enough-but it would be a good rental if you like rom_coms.",13,23,/user/ur2929860/?ref_=tt_urv
tt10223460,ur84596117,1,24 February 2022,I have no idea why JLo still gets movie roles her movies are not good and her acting is abysmal at best. She lacks any charisma and she never has any chemistry with her actors. We gave this a shot cause my wife and I like owen but even he wasn't good in this film I have No idea how this is receiving a 6..mmmHUH??? Anyway we watched when harry met sally again and everything is right with the world again...lol pass on this one trust us. Go see death on the Nile excellent film especially in the theater.,10,19,/user/ur84596117/?ref_=tt_urv
